run_key,scene_id,intersection_id,algorithm,flow_multiplier,seed,matrix_kind,disturbance_kind,disturbance_begin_seconds,disturbance_end_seconds,disturbance_target,disturbance_intensity,duration_seconds,warmup_seconds,steps,steps_origin,algorithm_params,run_id,status,reason,run_dir,avg_delay,avg_delay_seconds,avg_queue_length,avg_queue_length_vehicles,avg_travel_time,avg_travel_time_seconds,co2_g,co2_g_per_completed,collision_count,completed_vehicle_count,fuel_consumption,fuel_ml,fuel_ml_per_completed,harsh_braking_count,illegal_transition_count,max_queue_length,max_queue_length_vehicles,potential_conflict_count,red_light_count,teleport_count,throughput,total_stops,unfinished_vehicle_count
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""6"",""seed"":42,""warmup_seconds"":600.0}",6,6,classic_maxpressure,1.0,42,normal,,,,,,3600.0,600.0,,none,{},af06f3dfa842,completed,,F:\challenge-cup\output\runs\formal\runs\i6\classic_maxpressure\x1\s42\af06f3dfa842,88.41572390572391,88.41572390572391,5.4,5.4,98.9337822671156,98.9337822671156,161743.91576,181.53076965207632,0,891,70668.08,70668.08,79.31322109988777,109,0,9.0,9.0,39,0,0,891,3127,31
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""6"",""seed"":43,""warmup_seconds"":600.0}",6,6,classic_maxpressure,1.0,43,normal,,,,,,3600.0,600.0,,none,{},6fb6bdddd8fe,completed,,F:\challenge-cup\output\runs\formal\runs\i6\classic_maxpressure\x1\s43\6fb6bdddd8fe,87.63139198218263,87.63139198218263,4.95,4.95,98.15924276169265,98.15924276169265,161861.13489,180.24625266146992,0,898,70719.31,70719.31,78.75201559020044,92,0,9.0,9.0,32,0,0,898,3107,31
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""6"",""seed"":44,""warmup_seconds"":600.0}",6,6,classic_maxpressure,1.0,44,normal,,,,,,3600.0,600.0,,none,{},b3b151cf1c74,completed,,F:\challenge-cup\output\runs\formal\runs\i6\classic_maxpressure\x1\s44\b3b151cf1c74,87.70086956521739,87.70086956521739,5.25,5.25,98.21739130434783,98.21739130434783,161997.67669999998,180.5994166109253,0,897,70779.08,70779.08,78.90644370122631,113,0,9.0,9.0,38,0,0,897,3123,30
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""6"",""seed"":42,""warmup_seconds"":600.0}",6,6,classic_maxpressure,1.25,42,normal,,,,,,3600.0,600.0,,none,{},09a75526282b,completed,,F:\challenge-cup\output\runs\formal\runs\i6\classic_maxpressure\x1.25\s42\09a75526282b,89.44697469746976,89.44697469746976,5.6,5.6,99.99339933993399,99.99339933993399,165630.69991999998,182.2119911111111,0,909,72366.29,72366.29,79.6108800880088,70,0,9.0,9.0,41,0,0,909,3180,31
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""6"",""seed"":43,""warmup_seconds"":600.0}",6,6,classic_maxpressure,1.25,43,normal,,,,,,3600.0,600.0,,none,{},9531a4bc358b,completed,,F:\challenge-cup\output\runs\formal\runs\i6\classic_maxpressure\x1.25\s43\9531a4bc358b,88.73606986899564,88.73606986899564,5.5,5.5,99.25218340611353,99.25218340611353,166326.05213,181.57865953056768,0,916,72670.08,72670.08,79.33414847161572,79,0,9.0,9.0,39,0,0,916,3259,31
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""6"",""seed"":44,""warmup_seconds"":600.0}",6,6,classic_maxpressure,1.25,44,normal,,,,,,3600.0,600.0,,none,{},71900a243def,completed,,F:\challenge-cup\output\runs\formal\runs\i6\classic_maxpressure\x1.25\s44\71900a243def,88.82237991266376,88.82237991266376,5.45,5.45,99.36681222707423,99.36681222707423,166123.29655,181.3573106441048,0,916,72581.46,72581.46,79.2374017467249,87,0,9.0,9.0,40,0,0,916,3209,31
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""6"",""seed"":42,""warmup_seconds"":600.0}",6,6,capacity_aware_maxpressure,1.0,42,normal,,,,,,3600.0,600.0,,none,{},415161cf36b5,completed,,F:\challenge-cup\output\runs\formal\runs\i6\capacity_aware_maxpressure\x1\s42\415161cf36b5,87.99645016797312,87.99645016797312,4.55,4.55,98.52631578947368,98.52631578947368,161248.12712000002,180.5690113325868,0,893,70451.4,70451.4,78.89294512877939,81,0,9.0,9.0,41,0,0,893,3099,29
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""6"",""seed"":43,""warmup_seconds"":600.0}",6,6,capacity_aware_maxpressure,1.0,43,normal,,,,,,3600.0,600.0,,none,{},ca95d2dd204d,completed,,F:\challenge-cup\output\runs\formal\runs\i6\capacity_aware_maxpressure\x1\s43\ca95d2dd204d,87.31648558758314,87.31648558758314,4.9,4.9,97.84922394678492,97.84922394678492,162382.54469,180.02499411308204,0,902,70947.1,70947.1,78.65532150776053,91,0,9.0,9.0,39,0,0,902,3092,31
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""6"",""seed"":44,""warmup_seconds"":600.0}",6,6,capacity_aware_maxpressure,1.0,44,normal,,,,,,3600.0,600.0,,none,{},81858de9fabc,completed,,F:\challenge-cup\output\runs\formal\runs\i6\capacity_aware_maxpressure\x1\s44\81858de9fabc,88.23978651685394,88.23978651685394,5.6,5.6,98.74831460674157,98.74831460674157,161310.86692,181.24816507865168,0,890,70478.87,70478.87,79.1897415730337,95,0,9.0,9.0,34,0,0,890,3042,31
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""6"",""seed"":42,""warmup_seconds"":600.0}",6,6,capacity_aware_maxpressure,1.25,42,normal,,,,,,3600.0,600.0,,none,{},1a85a2a6b44b,completed,,F:\challenge-cup\output\runs\formal\runs\i6\capacity_aware_maxpressure\x1.25\s42\1a85a2a6b44b,89.44697469746976,89.44697469746976,5.6,5.6,99.99339933993399,99.99339933993399,165630.69991999998,182.2119911111111,0,909,72366.29,72366.29,79.6108800880088,70,0,9.0,9.0,41,0,0,909,3180,31
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""6"",""seed"":43,""warmup_seconds"":600.0}",6,6,capacity_aware_maxpressure,1.25,43,normal,,,,,,3600.0,600.0,,none,{},e3617edb2dc7,completed,,F:\challenge-cup\output\runs\formal\runs\i6\capacity_aware_maxpressure\x1.25\s43\e3617edb2dc7,88.73606986899564,88.73606986899564,5.5,5.5,99.25218340611353,99.25218340611353,166326.05213,181.57865953056768,0,916,72670.08,72670.08,79.33414847161572,79,0,9.0,9.0,39,0,0,916,3259,31
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""6"",""seed"":44,""warmup_seconds"":600.0}",6,6,capacity_aware_maxpressure,1.25,44,normal,,,,,,3600.0,600.0,,none,{},51942df5c6ef,completed,,F:\challenge-cup\output\runs\formal\runs\i6\capacity_aware_maxpressure\x1.25\s44\51942df5c6ef,88.82237991266376,88.82237991266376,5.45,5.45,99.36681222707423,99.36681222707423,166123.29655,181.3573106441048,0,916,72581.46,72581.46,79.2374017467249,87,0,9.0,9.0,40,0,0,916,3209,31
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""7"",""seed"":42,""warmup_seconds"":600.0}",7,7,fixed_time,1.0,42,normal,,,,,,3600.0,600.0,,none,{},aaa0cf9e6b21,completed,,F:\challenge-cup\output\runs\formal\runs\i7\fixed_time\x1\s42\aaa0cf9e6b21,24.196439024390244,24.196439024390244,0.9333333333333332,0.9333333333333332,34.34756097560975,34.34756097560975,67033.48918,81.74815753658537,0,820,29287.65,29287.65,35.71664634146342,285,0,4.0,4.0,53,0,0,820,690,8
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""7"",""seed"":43,""warmup_seconds"":600.0}",7,7,fixed_time,1.0,43,normal,,,,,,3600.0,600.0,,none,{},b8caadaf88ef,completed,,F:\challenge-cup\output\runs\formal\runs\i7\fixed_time\x1\s43\b8caadaf88ef,24.79992700729927,24.79992700729927,1.0666666666666667,1.0666666666666667,34.93795620437956,34.93795620437956,68426.28953,83.24366122871045,0,822,29895.98,29895.98,36.36980535279805,265,0,4.0,4.0,66,0,0,822,707,6
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""7"",""seed"":44,""warmup_seconds"":600.0}",7,7,fixed_time,1.0,44,normal,,,,,,3600.0,600.0,,none,{},648eb1ca2698,completed,,F:\challenge-cup\output\runs\formal\runs\i7\fixed_time\x1\s44\648eb1ca2698,24.507992700729925,24.507992700729925,1.0,1.0,34.654501216545015,34.654501216545015,67769.77311,82.44497945255473,0,822,29609.32,29609.32,36.021070559610706,278,0,4.0,4.0,53,0,0,822,700,8
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""7"",""seed"":42,""warmup_seconds"":600.0}",7,7,fixed_time,1.25,42,normal,,,,,,3600.0,600.0,,none,{},ae22b08a47d6,completed,,F:\challenge-cup\output\runs\formal\runs\i7\fixed_time\x1.25\s42\ae22b08a47d6,31.686670168067227,31.686670168067227,1.3333333333333335,1.3333333333333335,41.84768907563025,41.84768907563025,88689.70876000001,93.16145878151261,0,952,38749.51,38749.51,40.70326680672269,237,0,4.0,4.0,57,0,0,952,865,12
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""7"",""seed"":43,""warmup_seconds"":600.0}",7,7,fixed_time,1.25,43,normal,,,,,,3600.0,600.0,,none,{},ed8a30612bcf,completed,,F:\challenge-cup\output\runs\formal\runs\i7\fixed_time\x1.25\s43\ed8a30612bcf,31.229474789915965,31.229474789915965,1.3333333333333335,1.3333333333333335,41.378151260504204,41.378151260504204,87840.52812999999,92.26946232142856,0,952,38378.42,38378.42,40.31346638655462,298,0,5.0,5.0,57,0,0,952,844,13
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""7"",""seed"":44,""warmup_seconds"":600.0}",7,7,fixed_time,1.25,44,normal,,,,,,3600.0,600.0,,none,{},9f6ace5ca36d,completed,,F:\challenge-cup\output\runs\formal\runs\i7\fixed_time\x1.25\s44\9f6ace5ca36d,31.581687763713077,31.581687763713077,1.3333333333333335,1.3333333333333335,41.75,41.75,87950.11804,92.77438611814347,0,948,38426.25,38426.25,40.534018987341774,249,0,5.0,5.0,45,0,0,948,875,13
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""7"",""seed"":42,""warmup_seconds"":600.0}",7,7,classic_maxpressure,1.0,42,normal,,,,,,3600.0,600.0,,none,{},dcdbe0632f0c,completed,,F:\challenge-cup\output\runs\formal\runs\i7\classic_maxpressure\x1\s42\dcdbe0632f0c,27.606796973518282,27.606796973518282,2.1333333333333333,2.1333333333333333,37.75283732660782,37.75283732660782,70920.39092,89.43302764186633,0,793,30985.72,30985.72,39.074047919293825,282,0,6.0,6.0,64,0,0,793,1208,9
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""7"",""seed"":43,""warmup_seconds"":600.0}",7,7,classic_maxpressure,1.0,43,normal,,,,,,3600.0,600.0,,none,{},b62a74cc3c1d,completed,,F:\challenge-cup\output\runs\formal\runs\i7\classic_maxpressure\x1\s43\b62a74cc3c1d,27.678230088495575,27.678230088495575,1.1333333333333333,1.1333333333333333,37.83438685208597,37.83438685208597,71104.48562,89.89189079646019,0,791,31066.07,31066.07,39.27442477876106,321,0,6.0,6.0,60,0,0,791,1229,10
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""7"",""seed"":44,""warmup_seconds"":600.0}",7,7,classic_maxpressure,1.0,44,normal,,,,,,3600.0,600.0,,none,{},5fd0200c3e02,completed,,F:\challenge-cup\output\runs\formal\runs\i7\classic_maxpressure\x1\s44\5fd0200c3e02,27.1359022556391,27.1359022556391,1.3333333333333333,1.3333333333333333,37.288220551378444,37.288220551378444,70410.18925,88.23331986215538,0,798,30762.81,30762.81,38.549887218045114,279,0,6.0,6.0,62,0,0,798,1206,9
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""7"",""seed"":42,""warmup_seconds"":600.0}",7,7,classic_maxpressure,1.25,42,normal,,,,,,3600.0,600.0,,none,{},002232419d88,completed,,F:\challenge-cup\output\runs\formal\runs\i7\classic_maxpressure\x1.25\s42\002232419d88,30.50478409090909,30.50478409090909,1.9333333333333331,1.9333333333333331,40.64431818181818,40.64431818181818,84679.85179,96.22710430681818,0,880,36997.34,36997.34,42.04243181818181,314,0,6.0,6.0,56,0,0,880,1477,11
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""7"",""seed"":43,""warmup_seconds"":600.0}",7,7,classic_maxpressure,1.25,43,normal,,,,,,3600.0,600.0,,none,{},50ee509ad3fa,completed,,F:\challenge-cup\output\runs\formal\runs\i7\classic_maxpressure\x1.25\s43\50ee509ad3fa,31.32453619909502,31.32453619909502,2.333333333333333,2.333333333333333,41.47171945701358,41.47171945701358,86296.32355,97.62027550904978,0,884,37703.76,37703.76,42.65131221719457,283,0,6.0,6.0,49,0,0,884,1485,12
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""7"",""seed"":44,""warmup_seconds"":600.0}",7,7,classic_maxpressure,1.25,44,normal,,,,,,3600.0,600.0,,none,{},9334bdc3f7da,completed,,F:\challenge-cup\output\runs\formal\runs\i7\classic_maxpressure\x1.25\s44\9334bdc3f7da,30.318690744920993,30.318690744920993,2.1333333333333337,2.1333333333333337,40.49548532731377,40.49548532731377,84821.50507,95.73533303611738,0,886,37059.32,37059.32,41.82767494356659,303,0,6.0,6.0,52,0,0,886,1465,11
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""7"",""seed"":42,""warmup_seconds"":600.0}",7,7,capacity_aware_maxpressure,1.0,42,normal,,,,,,3600.0,600.0,,none,{},744695cd8106,completed,,F:\challenge-cup\output\runs\formal\runs\i7\capacity_aware_maxpressure\x1\s42\744695cd8106,27.10009975062344,27.10009975062344,1.4,1.4,37.23067331670823,37.23067331670823,71218.428,88.80103241895262,0,802,31116.01,31116.01,38.7980174563591,296,0,5.0,5.0,73,0,0,802,1208,9
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""7"",""seed"":43,""warmup_seconds"":600.0}",7,7,capacity_aware_maxpressure,1.0,43,normal,,,,,,3600.0,600.0,,none,{},44d159de889a,completed,,F:\challenge-cup\output\runs\formal\runs\i7\capacity_aware_maxpressure\x1\s43\44d159de889a,27.158485607008764,27.158485607008764,1.4,1.4,37.26908635794744,37.26908635794744,70793.52887000001,88.60266441802254,0,799,30930.26,30930.26,38.7112140175219,268,0,6.0,6.0,65,0,0,799,1235,8
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""7"",""seed"":44,""warmup_seconds"":600.0}",7,7,capacity_aware_maxpressure,1.0,44,normal,,,,,,3600.0,600.0,,none,{},c29ef6263bb7,completed,,F:\challenge-cup\output\runs\formal\runs\i7\capacity_aware_maxpressure\x1\s44\c29ef6263bb7,28.397190721649487,28.397190721649487,2.1333333333333333,2.1333333333333333,38.54639175257732,38.54639175257732,70352.26914,90.6601406443299,0,776,30737.33,30737.33,39.60996134020619,294,0,6.0,6.0,61,0,0,776,1240,9
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""7"",""seed"":42,""warmup_seconds"":600.0}",7,7,capacity_aware_maxpressure,1.25,42,normal,,,,,,3600.0,600.0,,none,{},7053c8eb33ca,completed,,F:\challenge-cup\output\runs\formal\runs\i7\capacity_aware_maxpressure\x1.25\s42\7053c8eb33ca,33.45165909090909,33.45165909090909,2.0,2.0,43.5875,43.5875,88145.84279000001,100.16573044318183,0,880,38511.78,38511.78,43.763386363636364,258,0,6.0,6.0,48,0,0,880,1567,15
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""7"",""seed"":43,""warmup_seconds"":600.0}",7,7,capacity_aware_maxpressure,1.25,43,normal,,,,,,3600.0,600.0,,none,{},61926cf71b96,completed,,F:\challenge-cup\output\runs\formal\runs\i7\capacity_aware_maxpressure\x1.25\s43\61926cf71b96,35.85020524515394,35.85020524515394,2.1333333333333333,2.1333333333333333,46.010262257696695,46.010262257696695,90878.11465999999,103.62384795895096,0,877,39705.61,39705.61,45.27435575826682,259,0,6.0,6.0,33,0,0,877,1646,13
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""7"",""seed"":44,""warmup_seconds"":600.0}",7,7,capacity_aware_maxpressure,1.25,44,normal,,,,,,3600.0,600.0,,none,{},b3f72ccba674,completed,,F:\challenge-cup\output\runs\formal\runs\i7\capacity_aware_maxpressure\x1.25\s44\b3f72ccba674,35.2022247446084,35.2022247446084,2.1333333333333337,2.1333333333333337,45.3938706015891,45.3938706015891,90757.79897,103.01679792281499,0,881,39652.84,39652.84,45.00889897843359,267,0,6.0,6.0,39,0,0,881,1634,13
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""8"",""seed"":42,""warmup_seconds"":600.0}",8,8,fixed_time,1.0,42,normal,,,,,,3600.0,600.0,,none,{},f1930f829632,completed,,F:\challenge-cup\output\runs\formal\runs\i8\fixed_time\x1\s42\f1930f829632,53.414676156583624,53.414676156583624,1.9166666666666667,1.9166666666666667,64.31316725978648,64.31316725978648,181087.98699,128.88824696797153,0,1405,79119.61,79119.61,56.312889679715305,518,0,11.0,11.0,61,0,0,1405,1167,32
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""8"",""seed"":43,""warmup_seconds"":600.0}",8,8,fixed_time,1.0,43,normal,,,,,,3600.0,600.0,,none,{},836fa96bdfeb,completed,,F:\challenge-cup\output\runs\formal\runs\i8\fixed_time\x1\s43\836fa96bdfeb,52.70365905848787,52.70365905848787,1.8333333333333333,1.8333333333333333,63.570613409415124,63.570613409415124,178810.68109,127.53971547075606,0,1402,78124.7,78124.7,55.723751783166904,503,0,11.0,11.0,62,0,0,1402,1158,32
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""8"",""seed"":44,""warmup_seconds"":600.0}",8,8,fixed_time,1.0,44,normal,,,,,,3600.0,600.0,,none,{},a66502160532,completed,,F:\challenge-cup\output\runs\formal\runs\i8\fixed_time\x1\s44\a66502160532,52.75575196008553,52.75575196008553,1.9166666666666667,1.9166666666666667,63.682109764789736,63.682109764789736,179097.70249,127.65338737704917,0,1403,78250.14,78250.14,55.77344262295082,530,0,11.0,11.0,59,0,0,1403,1151,33
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""8"",""seed"":42,""warmup_seconds"":600.0}",8,8,fixed_time,1.25,42,normal,,,,,,3600.0,600.0,,none,{},8259e9913d39,completed,,F:\challenge-cup\output\runs\formal\runs\i8\fixed_time\x1.25\s42\8259e9913d39,52.52519016968988,52.52519016968988,2.4,2.4,63.44763019309538,63.44763019309538,217191.13595,127.08667990052662,0,1709,94893.82,94893.82,55.52593329432417,603,0,11.0,11.0,66,0,0,1709,1378,38
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""8"",""seed"":43,""warmup_seconds"":600.0}",8,8,fixed_time,1.25,43,normal,,,,,,3600.0,600.0,,none,{},91695f70a56e,completed,,F:\challenge-cup\output\runs\formal\runs\i8\fixed_time\x1.25\s43\91695f70a56e,52.66158294392524,52.66158294392524,2.416666666666667,2.416666666666667,63.52570093457944,63.52570093457944,218204.77328999998,127.45605916471962,0,1712,95336.7,95336.7,55.68732476635514,578,0,11.0,11.0,66,0,0,1712,1376,37
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""8"",""seed"":44,""warmup_seconds"":600.0}",8,8,fixed_time,1.25,44,normal,,,,,,3600.0,600.0,,none,{},6274c09abb8c,completed,,F:\challenge-cup\output\runs\formal\runs\i8\fixed_time\x1.25\s44\6274c09abb8c,52.60260768335274,52.60260768335274,2.433333333333333,2.433333333333333,63.49476135040745,63.49476135040745,218544.31813,127.20856701396973,0,1718,95484.8,95484.8,55.579045401629806,552,0,11.0,11.0,64,0,0,1718,1380,36
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""8"",""seed"":42,""warmup_seconds"":600.0}",8,8,classic_maxpressure,1.0,42,normal,,,,,,3600.0,600.0,,none,{},04988759def3,completed,,F:\challenge-cup\output\runs\formal\runs\i8\classic_maxpressure\x1\s42\04988759def3,37.18060175794456,37.18060175794456,1.3333333333333333,1.3333333333333333,48.01622718052738,48.01622718052738,157448.70886,106.45619260311022,0,1479,68791.14,68791.14,46.51192697768763,676,0,7.0,7.0,100,0,0,1479,1439,23
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""8"",""seed"":43,""warmup_seconds"":600.0}",8,8,classic_maxpressure,1.0,43,normal,,,,,,3600.0,600.0,,none,{},cf39bf405d95,completed,,F:\challenge-cup\output\runs\formal\runs\i8\classic_maxpressure\x1\s43\cf39bf405d95,35.829083557951485,35.829083557951485,1.2666666666666666,1.2666666666666666,46.65363881401617,46.65363881401617,154803.29939,104.3148917722372,0,1484,67635.33,67635.33,45.576367924528306,615,0,7.0,7.0,92,0,0,1484,1414,24
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""8"",""seed"":44,""warmup_seconds"":600.0}",8,8,classic_maxpressure,1.0,44,normal,,,,,,3600.0,600.0,,none,{},f0362219a9a6,completed,,F:\challenge-cup\output\runs\formal\runs\i8\classic_maxpressure\x1\s44\f0362219a9a6,35.90731002017485,35.90731002017485,1.3666666666666667,1.3666666666666667,46.74445191661063,46.74445191661063,155922.58646000002,104.85715296570277,0,1487,68123.97,68123.97,45.8130262273033,640,0,7.0,7.0,94,0,0,1487,1424,22
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""8"",""seed"":42,""warmup_seconds"":600.0}",8,8,classic_maxpressure,1.25,42,normal,,,,,,3600.0,600.0,,none,{},914d6f30adf1,completed,,F:\challenge-cup\output\runs\formal\runs\i8\classic_maxpressure\x1.25\s42\914d6f30adf1,49.7613963963964,49.7613963963964,2.1333333333333333,2.1333333333333333,60.609234234234236,60.609234234234236,222874.079,125.49216159909909,0,1776,97376.33,97376.33,54.82901463963964,667,0,7.0,7.0,75,0,0,1776,2020,33
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""8"",""seed"":43,""warmup_seconds"":600.0}",8,8,classic_maxpressure,1.25,43,normal,,,,,,3600.0,600.0,,none,{},56fe872618ba,completed,,F:\challenge-cup\output\runs\formal\runs\i8\classic_maxpressure\x1.25\s43\56fe872618ba,49.908447694038244,49.908447694038244,2.1333333333333337,2.1333333333333337,60.73565804274466,60.73565804274466,223351.18634000001,125.61933989876266,0,1778,97584.96,97584.96,54.88467941507312,676,0,7.0,7.0,71,0,0,1778,2023,35
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""8"",""seed"":44,""warmup_seconds"":600.0}",8,8,classic_maxpressure,1.25,44,normal,,,,,,3600.0,600.0,,none,{},7cae54026b77,completed,,F:\challenge-cup\output\runs\formal\runs\i8\classic_maxpressure\x1.25\s44\7cae54026b77,50.161637689287716,50.161637689287716,2.0833333333333335,2.0833333333333335,61.0089736399327,61.0089736399327,224770.45272,126.06306938867078,0,1783,98204.92,98204.92,55.078474481211444,640,0,7.0,7.0,70,0,0,1783,2040,32
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""8"",""seed"":42,""warmup_seconds"":600.0}",8,8,capacity_aware_maxpressure,1.0,42,normal,,,,,,3600.0,600.0,,none,{},0718448459c5,completed,,F:\challenge-cup\output\runs\formal\runs\i8\capacity_aware_maxpressure\x1\s42\0718448459c5,37.18060175794456,37.18060175794456,1.3333333333333333,1.3333333333333333,48.01622718052738,48.01622718052738,157448.70886,106.45619260311022,0,1479,68791.14,68791.14,46.51192697768763,676,0,7.0,7.0,100,0,0,1479,1439,23
