run_key,scene_id,intersection_id,algorithm,flow_multiplier,seed,matrix_kind,disturbance_kind,disturbance_begin_seconds,disturbance_end_seconds,disturbance_target,disturbance_intensity,duration_seconds,warmup_seconds,steps,steps_origin,algorithm_params,run_id,status,reason,run_dir,avg_delay,avg_delay_seconds,avg_queue_length,avg_queue_length_vehicles,avg_travel_time,avg_travel_time_seconds,co2_g,co2_g_per_completed,collision_count,completed_vehicle_count,fuel_consumption,fuel_ml,fuel_ml_per_completed,harsh_braking_count,illegal_transition_count,max_queue_length,max_queue_length_vehicles,potential_conflict_count,red_light_count,teleport_count,throughput,total_stops,unfinished_vehicle_count
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""17"",""seed"":42,""warmup_seconds"":600.0}",17,17,capacity_aware_maxpressure,1.0,42,normal,,,,,,3600.0,600.0,,none,{},406315ad713a,completed,,F:\challenge-cup\output\runs\formal\runs\i17\capacity_aware_maxpressure\x1\s42\406315ad713a,13.64185595567867,13.64185595567867,2.26,2.26,23.85318559556787,23.85318559556787,21666.68759,60.018525180055406,0,361,9466.24,9466.24,26.222271468144044,2686,0,10.0,10.0,9,0,10,361,196,11
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""17"",""seed"":43,""warmup_seconds"":600.0}",17,17,capacity_aware_maxpressure,1.0,43,normal,,,,,,3600.0,600.0,,none,{},571ee6be3c18,completed,,F:\challenge-cup\output\runs\formal\runs\i17\capacity_aware_maxpressure\x1\s43\571ee6be3c18,13.437285318559557,13.437285318559557,2.2640000000000002,2.2640000000000002,23.581440443213296,23.581440443213296,21421.850010000002,59.340304736842114,0,361,9359.38,9359.38,25.92626038781163,2762,0,10.0,10.0,8,0,10,361,190,11
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""17"",""seed"":44,""warmup_seconds"":600.0}",17,17,capacity_aware_maxpressure,1.0,44,normal,,,,,,3600.0,600.0,,none,{},4545d8b1fdf2,completed,,F:\challenge-cup\output\runs\formal\runs\i17\capacity_aware_maxpressure\x1\s44\4545d8b1fdf2,13.477368421052631,13.477368421052631,2.256,2.256,23.695844875346264,23.695844875346264,21500.866260000003,59.55918631578948,0,361,9393.82,9393.82,26.021662049861494,2720,0,10.0,10.0,11,0,10,361,191,11
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""17"",""seed"":42,""warmup_seconds"":600.0}",17,17,capacity_aware_maxpressure,1.25,42,normal,,,,,,3600.0,600.0,,none,{},3bf73960755d,completed,,F:\challenge-cup\output\runs\formal\runs\i17\capacity_aware_maxpressure\x1.25\s42\3bf73960755d,14.100288888888889,14.100288888888889,2.316,2.316,24.27511111111111,24.27511111111111,27697.65383,61.550341844444446,0,450,12101.39,12101.39,26.891977777777775,3055,0,10.0,10.0,22,0,10,450,243,12
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""17"",""seed"":43,""warmup_seconds"":600.0}",17,17,capacity_aware_maxpressure,1.25,43,normal,,,,,,3600.0,600.0,,none,{},dd187fb17b38,completed,,F:\challenge-cup\output\runs\formal\runs\i17\capacity_aware_maxpressure\x1.25\s43\dd187fb17b38,13.972844444444444,13.972844444444444,2.312,2.312,24.121555555555556,24.121555555555556,27546.772350000003,61.21504966666667,0,450,12035.4,12035.4,26.74533333333333,3094,0,10.0,10.0,23,0,10,450,244,12
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""17"",""seed"":44,""warmup_seconds"":600.0}",17,17,capacity_aware_maxpressure,1.25,44,normal,,,,,,3600.0,600.0,,none,{},87862c616116,completed,,F:\challenge-cup\output\runs\formal\runs\i17\capacity_aware_maxpressure\x1.25\s44\87862c616116,13.99431111111111,13.99431111111111,2.32,2.32,24.198666666666664,24.198666666666664,27613.61619,61.363591533333334,0,450,12064.67,12064.67,26.810377777777777,2996,0,10.0,10.0,20,0,10,450,242,12
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""18"",""seed"":42,""warmup_seconds"":600.0}",18,18,fixed_time,1.0,42,normal,,,,,,3600.0,600.0,,none,{},d55fb1bcb7e3,completed,,F:\challenge-cup\output\runs\formal\runs\i18\fixed_time\x1\s42\d55fb1bcb7e3,71.89781886792453,71.89781886792453,3.89875,3.89875,90.37969811320755,90.37969811320755,212553.71409999998,160.41789743396225,0,1325,92868.06,92868.06,70.08910188679245,6734,0,10.0,10.0,22,0,86,1325,1118,89
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""18"",""seed"":43,""warmup_seconds"":600.0}",18,18,fixed_time,1.0,43,normal,,,,,,3600.0,600.0,,none,{},3e32f9238027,completed,,F:\challenge-cup\output\runs\formal\runs\i18\fixed_time\x1\s43\3e32f9238027,59.87230651340996,59.87230651340996,3.86,3.86,78.26605363984675,78.26605363984675,185851.35749000002,142.41483332567051,0,1305,81201.2,81201.2,62.22314176245211,6683,0,10.0,10.0,14,0,87,1305,1070,91
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""18"",""seed"":44,""warmup_seconds"":600.0}",18,18,fixed_time,1.0,44,normal,,,,,,3600.0,600.0,,none,{},085dc7b142be,completed,,F:\challenge-cup\output\runs\formal\runs\i18\fixed_time\x1\s44\085dc7b142be,65.3597932618683,65.3597932618683,3.92,3.92,83.78039816232771,83.78039816232771,196648.55609,150.57316699081164,0,1306,85918.59,85918.59,65.78758805513017,6708,0,10.0,10.0,14,0,86,1306,1077,90
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""18"",""seed"":42,""warmup_seconds"":600.0}",18,18,fixed_time,1.25,42,normal,,,,,,3600.0,600.0,,none,{},95d4dfe12ac4,completed,,F:\challenge-cup\output\runs\formal\runs\i18\fixed_time\x1.25\s42\95d4dfe12ac4,65.36801621958827,65.36801621958827,4.12625,4.12625,83.94466625077978,83.94466625077978,240417.3044,149.9796034934498,0,1603,105041.84,105041.84,65.52828446662508,6517,0,10.0,10.0,16,0,86,1603,1763,110
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""18"",""seed"":43,""warmup_seconds"":600.0}",18,18,fixed_time,1.25,43,normal,,,,,,3600.0,600.0,,none,{},2fcca0ab8fa9,completed,,F:\challenge-cup\output\runs\formal\runs\i18\fixed_time\x1.25\s43\2fcca0ab8fa9,66.23081132075473,66.23081132075473,4.07375,4.07375,84.73025157232705,84.73025157232705,240170.17176,151.05042249056604,0,1590,104933.71,104933.71,65.99604402515723,6482,0,10.0,10.0,16,0,84,1590,1734,111
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""18"",""seed"":44,""warmup_seconds"":600.0}",18,18,fixed_time,1.25,44,normal,,,,,,3600.0,600.0,,none,{},7fffb767668d,completed,,F:\challenge-cup\output\runs\formal\runs\i18\fixed_time\x1.25\s44\7fffb767668d,68.13535959974985,68.13535959974985,4.10625,4.10625,86.75447154471544,86.75447154471544,245559.17359999998,153.5704650406504,0,1599,107288.28,107288.28,67.09711069418387,6420,0,10.0,10.0,8,0,86,1599,1788,110
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""18"",""seed"":42,""warmup_seconds"":600.0}",18,18,classic_maxpressure,1.0,42,normal,,,,,,3600.0,600.0,,none,{},d1b82936d560,completed,,F:\challenge-cup\output\runs\formal\runs\i18\classic_maxpressure\x1\s42\d1b82936d560,71.89781886792453,71.89781886792453,3.89875,3.89875,90.37969811320755,90.37969811320755,212553.71409999998,160.41789743396225,0,1325,92868.06,92868.06,70.08910188679245,6734,0,10.0,10.0,22,0,86,1325,1118,89
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""18"",""seed"":43,""warmup_seconds"":600.0}",18,18,classic_maxpressure,1.0,43,normal,,,,,,3600.0,600.0,,none,{},9fceed51c163,completed,,F:\challenge-cup\output\runs\formal\runs\i18\classic_maxpressure\x1\s43\9fceed51c163,59.87230651340996,59.87230651340996,3.86,3.86,78.26605363984675,78.26605363984675,185851.35749000002,142.41483332567051,0,1305,81201.2,81201.2,62.22314176245211,6683,0,10.0,10.0,14,0,87,1305,1070,91
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""18"",""seed"":44,""warmup_seconds"":600.0}",18,18,classic_maxpressure,1.0,44,normal,,,,,,3600.0,600.0,,none,{},5886f923b5f0,completed,,F:\challenge-cup\output\runs\formal\runs\i18\classic_maxpressure\x1\s44\5886f923b5f0,65.3597932618683,65.3597932618683,3.92,3.92,83.78039816232771,83.78039816232771,196648.55609,150.57316699081164,0,1306,85918.59,85918.59,65.78758805513017,6708,0,10.0,10.0,14,0,86,1306,1077,90
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""18"",""seed"":42,""warmup_seconds"":600.0}",18,18,classic_maxpressure,1.25,42,normal,,,,,,3600.0,600.0,,none,{},c99a0119e28a,completed,,F:\challenge-cup\output\runs\formal\runs\i18\classic_maxpressure\x1.25\s42\c99a0119e28a,65.36801621958827,65.36801621958827,4.12625,4.12625,83.94466625077978,83.94466625077978,240417.3044,149.9796034934498,0,1603,105041.84,105041.84,65.52828446662508,6517,0,10.0,10.0,16,0,86,1603,1763,110
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""18"",""seed"":43,""warmup_seconds"":600.0}",18,18,classic_maxpressure,1.25,43,normal,,,,,,3600.0,600.0,,none,{},46cf904246b1,completed,,F:\challenge-cup\output\runs\formal\runs\i18\classic_maxpressure\x1.25\s43\46cf904246b1,66.23081132075473,66.23081132075473,4.07375,4.07375,84.73025157232705,84.73025157232705,240170.17176,151.05042249056604,0,1590,104933.71,104933.71,65.99604402515723,6482,0,10.0,10.0,16,0,84,1590,1734,111
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""18"",""seed"":44,""warmup_seconds"":600.0}",18,18,classic_maxpressure,1.25,44,normal,,,,,,3600.0,600.0,,none,{},16cd1465369b,completed,,F:\challenge-cup\output\runs\formal\runs\i18\classic_maxpressure\x1.25\s44\16cd1465369b,68.13535959974985,68.13535959974985,4.10625,4.10625,86.75447154471544,86.75447154471544,245559.17359999998,153.5704650406504,0,1599,107288.28,107288.28,67.09711069418387,6420,0,10.0,10.0,8,0,86,1599,1788,110
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""18"",""seed"":42,""warmup_seconds"":600.0}",18,18,capacity_aware_maxpressure,1.0,42,normal,,,,,,3600.0,600.0,,none,{},c34238995e0e,completed,,F:\challenge-cup\output\runs\formal\runs\i18\capacity_aware_maxpressure\x1\s42\c34238995e0e,69.36728865194212,69.36728865194212,3.8525,3.8525,87.84539223153085,87.84539223153085,206170.27362999998,157.0222952246763,0,1313,90078.78,90078.78,68.60531607006854,6791,0,10.0,10.0,12,0,86,1313,1148,83
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""18"",""seed"":43,""warmup_seconds"":600.0}",18,18,capacity_aware_maxpressure,1.0,43,normal,,,,,,3600.0,600.0,,none,{},984000d46f52,completed,,F:\challenge-cup\output\runs\formal\runs\i18\capacity_aware_maxpressure\x1\s43\984000d46f52,64.75701901140684,64.75701901140684,3.84125,3.84125,83.11566539923955,83.11566539923955,197714.22752000001,150.35302473003804,0,1315,86384.22,86384.22,65.69142205323195,6704,0,10.0,10.0,13,0,84,1315,1127,82
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""18"",""seed"":44,""warmup_seconds"":600.0}",18,18,capacity_aware_maxpressure,1.0,44,normal,,,,,,3600.0,600.0,,none,{},5928fc59be2f,completed,,F:\challenge-cup\output\runs\formal\runs\i18\capacity_aware_maxpressure\x1\s44\5928fc59be2f,70.67755335365854,70.67755335365854,3.89,3.89,89.12850609756099,89.12850609756099,208480.99704,158.90319896341464,0,1312,91088.33,91088.33,69.42708079268293,6739,0,10.0,10.0,16,0,87,1312,1170,83
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""18"",""seed"":42,""warmup_seconds"":600.0}",18,18,capacity_aware_maxpressure,1.25,42,normal,,,,,,3600.0,600.0,,none,{},ab45f8ddbb36,completed,,F:\challenge-cup\output\runs\formal\runs\i18\capacity_aware_maxpressure\x1.25\s42\ab45f8ddbb36,84.85345088161209,84.85345088161209,4.135,4.135,103.38923173803526,103.38923173803526,280137.91747000004,176.40926792821162,0,1588,122396.29,122396.29,77.07574937027708,6563,0,10.0,10.0,11,0,85,1588,2310,105
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""18"",""seed"":43,""warmup_seconds"":600.0}",18,18,capacity_aware_maxpressure,1.25,43,normal,,,,,,3600.0,600.0,,none,{},c4d806c755b6,completed,,F:\challenge-cup\output\runs\formal\runs\i18\capacity_aware_maxpressure\x1.25\s43\c4d806c755b6,85.13417938931298,85.13417938931298,4.1325,4.1325,103.61666666666666,103.61666666666666,278094.21206,176.9047150508906,0,1572,121503.53,121503.53,77.29232188295165,6509,0,10.0,10.0,15,0,86,1572,2290,107
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""18"",""seed"":44,""warmup_seconds"":600.0}",18,18,capacity_aware_maxpressure,1.25,44,normal,,,,,,3600.0,600.0,,none,{},a0d50f8e1d2a,completed,,F:\challenge-cup\output\runs\formal\runs\i18\capacity_aware_maxpressure\x1.25\s44\a0d50f8e1d2a,82.06987951807228,82.06987951807228,4.09375,4.09375,100.65770450221942,100.65770450221942,271877.53852999996,172.40173654407099,0,1577,118787.23,118787.23,75.32481293595434,6583,0,10.0,10.0,7,0,84,1577,2296,105
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""19"",""seed"":42,""warmup_seconds"":600.0}",19,19,fixed_time,1.0,42,normal,,,,,,3600.0,600.0,,none,{},d1f66cf8199a,completed,,F:\challenge-cup\output\runs\formal\runs\i19\fixed_time\x1\s42\d1f66cf8199a,16.528933901918975,16.528933901918975,0.7,0.7,29.747441364605542,29.747441364605542,63571.29475,67.77323534115139,0,938,27775.04,27775.04,29.61091684434968,5722,0,5.0,5.0,113,0,0,938,615,9
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""19"",""seed"":43,""warmup_seconds"":600.0}",19,19,fixed_time,1.0,43,normal,,,,,,3600.0,600.0,,none,{},b7f813d12db8,completed,,F:\challenge-cup\output\runs\formal\runs\i19\fixed_time\x1\s43\b7f813d12db8,16.134605543710023,16.134605543710023,0.6971428571428571,0.6971428571428571,29.34264392324094,29.34264392324094,62838.74138,66.99226159914713,0,938,27454.94,27454.94,29.26965884861407,5741,0,5.0,5.0,114,0,0,938,602,9
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""19"",""seed"":44,""warmup_seconds"":600.0}",19,19,fixed_time,1.0,44,normal,,,,,,3600.0,600.0,,none,{},d5efed89759e,completed,,F:\challenge-cup\output\runs\formal\runs\i19\fixed_time\x1\s44\d5efed89759e,15.946620469083156,15.946620469083156,0.6857142857142857,0.6857142857142857,29.195309168443497,29.195309168443497,62403.26864,66.52800494669509,0,938,27264.57,27264.57,29.066705756929636,5771,0,5.0,5.0,108,0,0,938,598,9
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""19"",""seed"":42,""warmup_seconds"":600.0}",19,19,fixed_time,1.25,42,normal,,,,,,3600.0,600.0,,none,{},6d094a7a61bb,completed,,F:\challenge-cup\output\runs\formal\runs\i19\fixed_time\x1.25\s42\6d094a7a61bb,17.191982978723406,17.191982978723406,0.86,0.86,30.439063829787234,30.439063829787234,81168.62215000001,69.07967842553192,0,1175,35463.28,35463.28,30.18151489361702,6420,0,5.0,5.0,151,0,0,1175,795,11
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""19"",""seed"":43,""warmup_seconds"":600.0}",19,19,fixed_time,1.25,43,normal,,,,,,3600.0,600.0,,none,{},951d34afd97a,completed,,F:\challenge-cup\output\runs\formal\runs\i19\fixed_time\x1.25\s43\951d34afd97a,17.25160136286201,17.25160136286201,0.8714285714285714,0.8714285714285714,30.43824531516184,30.43824531516184,81292.5994,69.24412214650768,0,1174,35517.38,35517.38,30.253304940374786,6412,0,5.0,5.0,155,0,0,1174,790,12
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""19"",""seed"":44,""warmup_seconds"":600.0}",19,19,fixed_time,1.25,44,normal,,,,,,3600.0,600.0,,none,{},c202903e7591,completed,,F:\challenge-cup\output\runs\formal\runs\i19\fixed_time\x1.25\s44\c202903e7591,17.209488926746165,17.209488926746165,0.8628571428571429,0.8628571428571429,30.461413969335602,30.461413969335602,81131.6539,69.10703057921636,0,1174,35446.95,35446.95,30.19331345826235,6372,0,5.0,5.0,159,0,0,1174,783,12
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""19"",""seed"":42,""warmup_seconds"":600.0}",19,19,classic_maxpressure,1.0,42,normal,,,,,,3600.0,600.0,,none,{},71adfe2cbecd,completed,,F:\challenge-cup\output\runs\formal\runs\i19\classic_maxpressure\x1\s42\71adfe2cbecd,9.204475079533404,9.204475079533404,0.42857142857142855,0.42857142857142855,22.426829268292682,22.426829268292682,54920.400310000005,58.24008516436904,0,943,23995.12,23995.12,25.445514316012723,9058,0,2.0,2.0,136,0,0,943,607,4
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""19"",""seed"":43,""warmup_seconds"":600.0}",19,19,classic_maxpressure,1.0,43,normal,,,,,,3600.0,600.0,,none,{},0d6b6cc3a20f,completed,,F:\challenge-cup\output\runs\formal\runs\i19\classic_maxpressure\x1\s43\0d6b6cc3a20f,9.277537154989385,9.277537154989385,0.4257142857142857,0.4257142857142857,22.490976645435243,22.490976645435243,54876.896049999996,58.255728290870486,0,942,23976.04,23976.04,25.45227176220807,9028,0,2.0,2.0,133,0,0,942,605,5
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""19"",""seed"":44,""warmup_seconds"":600.0}",19,19,classic_maxpressure,1.0,44,normal,,,,,,3600.0,600.0,,none,{},1e4a76f575c4,completed,,F:\challenge-cup\output\runs\formal\runs\i19\classic_maxpressure\x1\s44\1e4a76f575c4,9.167518557794272,9.167518557794272,0.44285714285714284,0.44285714285714284,22.4101802757158,22.4101802757158,54729.761159999995,58.037922757158,0,943,23911.77,23911.77,25.35712619300106,9002,0,2.0,2.0,142,0,0,943,602,4
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""19"",""seed"":42,""warmup_seconds"":600.0}",19,19,classic_maxpressure,1.25,42,normal,,,,,,3600.0,600.0,,none,{},6068a0e78598,completed,,F:\challenge-cup\output\runs\formal\runs\i19\classic_maxpressure\x1.25\s42\6068a0e78598,11.18606779661017,11.18606779661017,0.6085714285714285,0.6085714285714285,24.430084745762713,24.430084745762713,73082.57332,61.93438416949152,0,1180,31930.03,31930.03,27.05934745762712,9567,0,3.0,3.0,214,0,0,1180,838,6
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""19"",""seed"":43,""warmup_seconds"":600.0}",19,19,classic_maxpressure,1.25,43,normal,,,,,,3600.0,600.0,,none,{},ee8cf7dd6f16,completed,,F:\challenge-cup\output\runs\formal\runs\i19\classic_maxpressure\x1.25\s43\ee8cf7dd6f16,11.2687383573243,11.2687383573243,0.5742857142857143,0.5742857142857143,24.45961049957663,24.45961049957663,73424.47615,62.171444665537685,0,1181,32079.76,32079.76,27.163217612193055,9619,0,3.0,3.0,203,0,0,1181,833,5
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""19"",""seed"":44,""warmup_seconds"":600.0}",19,19,classic_maxpressure,1.25,44,normal,,,,,,3600.0,600.0,,none,{},cb29a4e8226e,completed,,F:\challenge-cup\output\runs\formal\runs\i19\classic_maxpressure\x1.25\s44\cb29a4e8226e,11.070771186440679,11.070771186440679,0.5657142857142857,0.5657142857142857,24.32593220338983,24.32593220338983,72725.79609,61.63203058474576,0,1180,31774.51,31774.51,26.927550847457624,9587,0,3.0,3.0,207,0,0,1180,830,6
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""19"",""seed"":42,""warmup_seconds"":600.0}",19,19,capacity_aware_maxpressure,1.0,42,normal,,,,,,3600.0,600.0,,none,{},9278bc3fa388,completed,,F:\challenge-cup\output\runs\formal\runs\i19\capacity_aware_maxpressure\x1\s42\9278bc3fa388,9.204475079533404,9.204475079533404,0.42857142857142855,0.42857142857142855,22.426829268292682,22.426829268292682,54920.400310000005,58.24008516436904,0,943,23995.12,23995.12,25.445514316012723,9058,0,2.0,2.0,136,0,0,943,607,4
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""19"",""seed"":43,""warmup_seconds"":600.0}",19,19,capacity_aware_maxpressure,1.0,43,normal,,,,,,3600.0,600.0,,none,{},1676d2d23ac5,completed,,F:\challenge-cup\output\runs\formal\runs\i19\capacity_aware_maxpressure\x1\s43\1676d2d23ac5,9.283131634819531,9.283131634819531,0.4257142857142857,0.4257142857142857,22.49660297239915,22.49660297239915,54863.27585,58.241269479830144,0,942,23970.0,23970.0,25.445859872611464,8973,0,2.0,2.0,134,0,0,942,603,5
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""19"",""seed"":44,""warmup_seconds"":600.0}",19,19,capacity_aware_maxpressure,1.0,44,normal,,,,,,3600.0,600.0,,none,{},17292ac570a5,completed,,F:\challenge-cup\output\runs\formal\runs\i19\capacity_aware_maxpressure\x1\s44\17292ac570a5,9.167518557794272,9.167518557794272,0.44285714285714284,0.44285714285714284,22.4101802757158,22.4101802757158,54729.761159999995,58.037922757158,0,943,23911.77,23911.77,25.35712619300106,9002,0,2.0,2.0,142,0,0,943,602,4
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""19"",""seed"":42,""warmup_seconds"":600.0}",19,19,capacity_aware_maxpressure,1.25,42,normal,,,,,,3600.0,600.0,,none,{},7d56df985d90,completed,,F:\challenge-cup\output\runs\formal\runs\i19\capacity_aware_maxpressure\x1.25\s42\7d56df985d90,11.32713801862828,11.32713801862828,0.5971428571428572,0.5971428571428572,24.573920406435224,24.573920406435224,73445.37909999999,62.18914403048264,0,1181,32088.72,32088.72,27.170804403048265,9550,0,3.0,3.0,215,0,0,1181,849,5
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""19"",""seed"":43,""warmup_seconds"":600.0}",19,19,capacity_aware_maxpressure,1.25,43,normal,,,,,,3600.0,600.0,,none,{},f958b30d811d,completed,,F:\challenge-cup\output\runs\formal\runs\i19\capacity_aware_maxpressure\x1.25\s43\f958b30d811d,11.141507197290432,11.141507197290432,0.5914285714285714,0.5914285714285714,24.331583403895003,24.331583403895003,73144.93231999999,61.93474370872141,0,1181,31957.73,31957.73,27.059889923793396,9610,0,3.0,3.0,215,0,0,1181,827,5
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.25,""scene_id"":""19"",""seed"":44,""warmup_seconds"":600.0}",19,19,capacity_aware_maxpressure,1.25,44,normal,,,,,,3600.0,600.0,,none,{},3c526002acee,completed,,F:\challenge-cup\output\runs\formal\runs\i19\capacity_aware_maxpressure\x1.25\s44\3c526002acee,11.145322033898305,11.145322033898305,0.5857142857142857,0.5857142857142857,24.40050847457627,24.40050847457627,72784.98056,61.682186915254235,0,1180,31800.18,31800.18,26.949305084745763,9532,0,3.0,3.0,209,0,0,1180,838,6
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":null,""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""20"",""seed"":42,""warmup_seconds"":600.0}",20,20,fixed_time,1.0,42,normal,,,,,,3600.0,600.0,,none,{},d32bfd9440ad,completed,,F:\challenge-cup\output\runs\formal\runs\i20\fixed_time\x1\s42\d32bfd9440ad,66.41107212475633,66.41107212475633,1.5661538461538462,1.5661538461538462,79.31432748538012,79.31432748538012,146667.73048,142.95100436647172,0,1026,64081.25,64081.25,62.45735867446394,5343,0,8.0,8.0,48,0,0,1026,946,25
